"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 18 16:11:32 MSK 2024","Sun Feb 18 16:11:43 MSK 2024","10824","","tests.MobileTest","","tests.MobileTest","searchWikipediaMobileTest","Проверка обнаружения результатов поиска",""
